Date,143850.KS,195980.KS,148070.KS,153130.KS
2016-04-20,24410.0,8290.0,120390.0,100470.0
2016-04-21,24595.0,8360.0,120295.0,100485.0
2016-04-22,24355.0,8295.0,120370.0,100495.0
2016-04-25,24390.0,8235.0,120255.0,100495.0
2016-04-26,24345.0,8200.0,120485.0,100505.0
2016-04-27,24340.0,8230.0,120480.0,100515.0
2016-04-28,24285.0,8230.0,120480.0,100520.0
2016-04-29,24190.0,8220.0,120675.0,100535.0
2016-05-02,24090.0,8210.0,120680.0,100530.0
2016-05-03,24235.0,8155.0,120655.0,100550.0
2016-05-04,24065.0,7975.0,120945.0,100560.0
2016-05-09,24075.0,7910.0,120955.0,100565.0
2016-05-10,24135.0,7865.0,120990.0,100585.0
2016-05-11,24305.0,7950.0,121115.0,100590.0
2016-05-12,24180.0,7955.0,121090.0,100600.0
2016-05-13,24015.0,7890.0,121030.0,100595.0
2016-05-16,23990.0,7840.0,121005.0,100590.0
2016-05-17,24200.0,7885.0,120870.0,100595.0
2016-05-18,23940.0,7830.0,120745.0,100585.0
2016-05-19,23880.0,7750.0,120450.0,100590.0
2016-05-20,24010.0,7740.0,120810.0,100595.0
2016-05-23,24015.0,7795.0,120720.0,100605.0
2016-05-24,23950.0,7720.0,120935.0,100605.0
2016-05-25,24400.0,7860.0,120955.0,100605.0
2016-05-26,24440.0,7885.0,120930.0,100615.0
2016-05-27,24530.0,7945.0,120980.0,100620.0
2016-05-30,24625.0,7950.0,120755.0,100625.0
2016-05-31,24630.0,7975.0,120785.0,100625.0
2016-06-01,24550.0,7975.0,121225.0,100635.0
2016-06-02,24565.0,7965.0,121195.0,100655.0
2016-06-03,24685.0,7990.0,121200.0,100665.0
2016-06-07,24750.0,8190.0,121770.0,100670.0
2016-06-08,24735.0,8265.0,121850.0,100685.0
2016-06-09,24770.0,8280.0,122150.0,100710.0
2016-06-10,24760.0,8195.0,122400.0,100740.0
2016-06-13,24495.0,7980.0,122615.0,100740.0
2016-06-14,24375.0,7975.0,122485.0,100745.0
2016-06-15,24290.0,7935.0,122530.0,100745.0
2016-06-16,24225.0,7890.0,122885.0,100750.0
2016-06-17,24395.0,7900.0,122880.0,100755.0
2016-06-20,24525.0,8025.0,122620.0,100750.0
2016-06-21,24495.0,8120.0,122540.0,100755.0
2016-06-22,24490.0,8160.0,122560.0,100755.0
2016-06-23,24580.0,8185.0,122635.0,100760.0
2016-06-24,23530.0,7965.0,123620.0,100790.0
2016-06-27,23725.0,7935.0,124090.0,100800.0
2016-06-28,23640.0,7895.0,124220.0,100805.0
2016-06-29,23930.0,8050.0,124285.0,100805.0
2016-06-30,24255.0,8215.0,124410.0,100815.0
2016-07-01,24570.0,8270.0,124945.0,100825.0
2016-07-04,24710.0,8355.0,124905.0,100835.0
2016-07-05,24615.0,8305.0,125035.0,100845.0
2016-07-06,24415.0,8130.0,125110.0,100850.0
2016-07-07,24635.0,8190.0,125240.0,100870.0
2016-07-08,24545.0,8140.0,125335.0,100860.0
2016-07-11,25040.0,8345.0,125275.0,100865.0
2016-07-12,25035.0,8400.0,125165.0,100870.0
2016-07-13,25165.0,8495.0,125150.0,100870.0
2016-07-14,25230.0,8495.0,125565.0,100885.0
2016-07-15,25300.0,8590.0,125330.0,100880.0
2016-07-18,25350.0,8580.0,125105.0,100880.0
2016-07-19,25340.0,8625.0,124945.0,100895.0
2016-07-20,25350.0,8600.0,124885.0,100895.0
2016-07-21,25485.0,8645.0,124790.0,100900.0
2016-07-22,25355.0,8615.0,124880.0,100895.0
2016-07-25,25460.0,8595.0,124960.0,100900.0
2016-07-26,25450.0,8625.0,125075.0,100905.0
2016-07-27,25485.0,8635.0,125170.0,100905.0
2016-07-28,25455.0,8685.0,125375.0,100920.0
2016-07-29,25430.0,8650.0,125410.0,100925.0
2016-08-01,25575.0,8735.0,125565.0,100935.0
2016-08-02,25450.0,8700.0,125415.0,100930.0
2016-08-03,25255.0,8565.0,124950.0,100935.0
2016-08-04,25345.0,8610.0,125020.0,100930.0
2016-08-05,25400.0,8760.0,125300.0,100945.0
2016-08-08,25535.0,8820.0,124950.0,100945.0
2016-08-09,25510.0,8855.0,124985.0,100945.0
2016-08-10,25540.0,8900.0,125225.0,100945.0
2016-08-11,25530.0,8935.0,125295.0,100965.0
2016-08-12,25580.0,8945.0,125095.0,100960.0
2016-08-16,25640.0,9045.0,125170.0,100970.0
2016-08-17,25615.0,8995.0,124985.0,100965.0
2016-08-18,25605.0,9030.0,125150.0,100985.0
2016-08-19,25605.0,8985.0,125000.0,100980.0
2016-08-22,25590.0,8905.0,124900.0,100980.0
2016-08-23,25610.0,8920.0,124950.0,100975.0
2016-08-24,25660.0,8845.0,125100.0,100980.0
2016-08-25,25560.0,8860.0,124970.0,100990.0
2016-08-26,25530.0,8860.0,124980.0,100990.0
2016-08-29,25420.0,8800.0,124805.0,100995.0
2016-08-30,25600.0,8855.0,124960.0,101000.0
2016-08-31,25565.0,8845.0,124405.0,100995.0
2016-09-01,25550.0,8780.0,124125.0,101005.0
2016-09-02,25465.0,8800.0,123935.0,101005.0
2016-09-05,25620.0,8960.0,124100.0,101005.0
2016-09-06,25560.0,9025.0,124190.0,101020.0
2016-09-07,25670.0,9145.0,124610.0,101020.0
2016-09-08,25645.0,9125.0,124600.0,101035.0
2016-09-09,25570.0,9065.0,124180.0,101030.0
2016-09-12,24765.0,8785.0,123620.0,101050.0
2016-09-13,25230.0,8825.0,123550.0,101045.0
2016-09-19,25235.0,8840.0,123425.0,101050.0
2016-09-20,25195.0,8850.0,123470.0,101050.0
2016-09-21,25225.0,8890.0,123425.0,101055.0
2016-09-22,25385.0,9010.0,123940.0,101065.0
2016-09-23,25525.0,9070.0,124250.0,101070.0
2016-09-26,25370.0,8970.0,124440.0,101065.0
2016-09-27,25350.0,8990.0,124295.0,101065.0
2016-09-28,25325.0,8975.0,124445.0,101065.0
2016-09-29,25510.0,9045.0,124610.0,101075.0
2016-09-30,25165.0,8930.0,125330.0,101090.0
2016-10-04,25325.0,9005.0,124770.0,101090.0
2016-10-05,25255.0,9035.0,124275.0,101095.0
2016-10-06,25355.0,9070.0,124050.0,101105.0
2016-10-07,25310.0,9020.0,123930.0,101095.0
2016-10-10,25370.0,9030.0,123955.0,101100.0
2016-10-11,25385.0,8990.0,123155.0,101100.0
2016-10-12,25170.0,8910.0,123320.0,101100.0
2016-10-13,24970.0,8820.0,123975.0,101115.0
2016-10-14,25050.0,8820.0,124120.0,101125.0
2016-10-17,24945.0,8810.0,123340.0,101120.0
2016-10-18,25125.0,8895.0,123225.0,101115.0
2016-10-19,25150.0,8980.0,123320.0,101120.0
2016-10-20,25245.0,9015.0,123240.0,101125.0
2016-10-21,25140.0,8985.0,123300.0,101125.0
2016-10-24,25210.0,9015.0,123010.0,101125.0
2016-10-25,25285.0,9055.0,123100.0,101120.0
2016-10-26,25150.0,9015.0,123220.0,101120.0
2016-10-27,25090.0,8910.0,122755.0,101130.0
2016-10-28,25020.0,8910.0,122280.0,101130.0
2016-10-31,25120.0,8905.0,122520.0,101140.0
2016-11-01,25080.0,8950.0,122250.0,101140.0
2016-11-02,24710.0,8805.0,122210.0,101155.0
2016-11-03,24635.0,8775.0,122620.0,101165.0
2016-11-04,24580.0,8700.0,122530.0,101160.0
2016-11-07,24815.0,8735.0,122495.0,101160.0
2016-11-08,25090.0,8835.0,122395.0,101165.0
2016-11-09,24125.0,8680.0,123015.0,101170.0
2016-11-10,25545.0,8790.0,121500.0,101190.0
2016-11-11,25580.0,8500.0,120360.0,101185.0
2016-11-14,25625.0,8320.0,119150.0,101180.0
2016-11-15,25465.0,8260.0,118885.0,101165.0
2016-11-16,25695.0,8310.0,118860.0,101160.0
2016-11-17,25665.0,8295.0,118585.0,101150.0
2016-11-18,25735.0,8295.0,118200.0,101165.0
2016-11-21,25785.0,8300.0,118125.0,101150.0
2016-11-22,25915.0,8395.0,118180.0,101145.0
2016-11-23,25995.0,8450.0,118200.0,101135.0
2016-11-24,25955.0,8385.0,117710.0,101140.0
2016-11-25,26005.0,8405.0,117880.0,101120.0
2016-11-28,26050.0,8475.0,117950.0,101125.0
2016-11-29,25940.0,8490.0,118300.0,101145.0
2016-11-30,26010.0,8455.0,118350.0,101150.0
2016-12-01,25950.0,8515.0,117625.0,101165.0
2016-12-02,25780.0,8370.0,117100.0,101190.0
2016-12-05,25775.0,8355.0,117545.0,101200.0
2016-12-06,25995.0,8455.0,117910.0,101210.0
2016-12-07,26105.0,8490.0,117700.0,101220.0
2016-12-08,26400.0,8620.0,117885.0,101230.0
2016-12-09,26535.0,8630.0,117600.0,101245.0
2016-12-12,26660.0,8590.0,117025.0,101255.0
2016-12-13,26585.0,8590.0,117400.0,101265.0
2016-12-14,26755.0,8620.0,118045.0,101280.0
2016-12-15,26670.0,8485.0,117565.0,101290.0
2016-12-16,26725.0,8455.0,117820.0,101290.0
2016-12-19,26750.0,8395.0,117875.0,101290.0
2016-12-20,26750.0,8340.0,118125.0,101295.0
2016-12-21,26810.0,8375.0,118255.0,101295.0
2016-12-22,26670.0,8320.0,118420.0,101305.0
2016-12-23,26665.0,8260.0,118600.0,101310.0
2016-12-26,26820.0,8280.0,118500.0,101295.0
2016-12-27,26750.0,8275.0,118335.0,101295.0
2016-12-28,26730.0,8320.0,117315.0,100020.0
2016-12-29,26600.0,8375.0,117670.0,100025.0
2017-01-02,26450.0,8475.0,117630.0,100040.0
2017-01-03,26520.0,8495.0,117750.0,100050.0
2017-01-04,26635.0,8545.0,117335.0,100065.0
2017-01-05,26785.0,8670.0,117485.0,100085.0
2017-01-06,26795.0,8695.0,117740.0,100095.0
2017-01-09,26925.0,8655.0,117035.0,100090.0
2017-01-10,26760.0,8705.0,117145.0,100100.0
2017-01-11,26765.0,8755.0,117110.0,100100.0
2017-01-12,26785.0,8785.0,117530.0,100115.0
2017-01-13,26815.0,8835.0,117430.0,100115.0
2017-01-16,26840.0,8775.0,117150.0,100115.0
2017-01-17,26810.0,8805.0,117110.0,100125.0
2017-01-18,26830.0,8855.0,117180.0,100130.0
2017-01-19,26825.0,8815.0,116675.0,100130.0
2017-01-20,26815.0,8825.0,116915.0,100135.0
2017-01-23,26735.0,8855.0,117275.0,100150.0
2017-01-24,26765.0,8910.0,117325.0,100155.0
2017-01-25,26940.0,8960.0,117205.0,100170.0
2017-01-26,27210.0,9055.0,116670.0,100160.0
2017-01-31,26850.0,8975.0,116890.0,100165.0
2017-02-01,26920.0,8965.0,116910.0,100175.0
2017-02-02,26790.0,9005.0,116870.0,100195.0
2017-02-03,26885.0,9005.0,116760.0,100215.0
2017-02-06,27110.0,9100.0,116900.0,100210.0
2017-02-07,27050.0,9070.0,117275.0,100210.0
2017-02-08,27075.0,9050.0,117135.0,100220.0
2017-02-09,27095.0,9100.0,117490.0,100225.0
2017-02-10,27255.0,9135.0,116895.0,100230.0
2017-02-13,27390.0,9180.0,116890.0,100230.0
2017-02-14,27505.0,9240.0,117110.0,100235.0
2017-02-15,27650.0,9260.0,117050.0,100235.0
2017-02-16,27770.0,9295.0,117155.0,100255.0
2017-02-17,27730.0,9280.0,117315.0,100255.0
2017-02-20,27850.0,9260.0,116950.0,100255.0
2017-02-21,27830.0,9295.0,116610.0,100270.0
2017-02-22,27945.0,9360.0,116180.0,100270.0
2017-02-23,27930.0,9375.0,116510.0,100275.0
2017-02-24,27920.0,9345.0,117160.0,100280.0
2017-02-27,27995.0,9260.0,117045.0,100290.0
2017-02-28,27990.0,9265.0,117110.0,100290.0
2017-03-02,28310.0,9280.0,116595.0,100300.0
2017-03-03,28105.0,9140.0,116295.0,100300.0
2017-03-06,28080.0,9200.0,116120.0,100300.0
2017-03-07,28110.0,9235.0,115785.0,100300.0
2017-03-08,27990.0,9230.0,115835.0,100300.0
2017-03-09,28005.0,9125.0,115580.0,100315.0
2017-03-10,28110.0,9085.0,115675.0,100315.0
2017-03-13,28085.0,9210.0,115800.0,100320.0
2017-03-14,28105.0,9270.0,115705.0,100325.0
2017-03-15,28080.0,9270.0,115920.0,100335.0
2017-03-16,28290.0,9420.0,116900.0,100340.0
2017-03-17,28180.0,9510.0,116905.0,100345.0
2017-03-20,28105.0,9535.0,116950.0,100350.0
2017-03-21,28070.0,9615.0,117165.0,100350.0
2017-03-22,27600.0,9495.0,117130.0,100350.0
2017-03-23,27830.0,9520.0,117275.0,100370.0
2017-03-24,27835.0,9530.0,117200.0,100370.0
2017-03-27,27460.0,9540.0,117400.0,100375.0
2017-03-28,27755.0,9510.0,117395.0,100380.0
2017-03-29,27915.0,9530.0,117195.0,100380.0
2017-03-30,27890.0,9525.0,117180.0,100390.0
2017-03-31,27845.0,9465.0,117170.0,100405.0
2017-04-03,28000.0,9475.0,117185.0,100410.0
2017-04-04,27875.0,9470.0,117535.0,100415.0
2017-04-05,27900.0,9535.0,117535.0,100425.0
2017-04-06,27805.0,9475.0,117390.0,100435.0
2017-04-07,27855.0,9460.0,117075.0,100430.0
2017-04-10,27935.0,9445.0,116595.0,100440.0
2017-04-11,27875.0,9415.0,116670.0,100440.0
2017-04-12,27775.0,9420.0,116850.0,100450.0
2017-04-13,27765.0,9520.0,117310.0,100455.0
2017-04-14,27755.0,9440.0,117310.0,100460.0
2017-04-17,27570.0,9450.0,117430.0,100460.0
2017-04-18,27800.0,9470.0,117325.0,100465.0
2017-04-19,27665.0,9395.0,117665.0,100470.0
2017-04-20,27660.0,9410.0,117590.0,100475.0
2017-04-21,27925.0,9490.0,117525.0,100480.0
2017-04-24,28120.0,9530.0,117100.0,100480.0
2017-04-25,28150.0,9655.0,117140.0,100490.0
2017-04-26,28275.0,9725.0,117000.0,100485.0
2017-04-27,28170.0,9680.0,117015.0,100500.0
2017-04-28,28280.0,9655.0,117185.0,100515.0
2017-05-02,28290.0,9720.0,116870.0,100530.0
2017-05-04,28280.0,9705.0,116890.0,100545.0
2017-05-08,28410.0,9735.0,116660.0,100550.0
2017-05-10,28240.0,9785.0,116500.0,100550.0
2017-05-11,28350.0,9870.0,115995.0,100560.0
2017-05-12,28215.0,9875.0,116090.0,100565.0
2017-05-15,28350.0,9935.0,116400.0,100575.0
2017-05-16,28450.0,9970.0,116400.0,100575.0
2017-05-17,28250.0,10005.0,116395.0,100585.0
2017-05-18,27975.0,9890.0,116585.0,100600.0
2017-05-19,28020.0,9755.0,116685.0,100600.0
2017-05-22,28265.0,9915.0,116600.0,100595.0
2017-05-23,28325.0,9905.0,116555.0,100610.0
2017-05-24,28330.0,9900.0,116505.0,100605.0
2017-05-25,28570.0,10015.0,116800.0,100615.0
2017-05-26,28585.0,10010.0,117010.0,100615.0
2017-05-29,28625.0,10030.0,116760.0,100615.0
2017-05-30,28570.0,9990.0,116900.0,100625.0
2017-05-31,28505.0,9985.0,117320.0,100635.0
2017-06-01,28585.0,9935.0,117370.0,100640.0
2017-06-02,28850.0,9995.0,117370.0,100655.0
2017-06-05,28880.0,10055.0,117445.0,100655.0
2017-06-07,28810.0,10035.0,117620.0,100660.0
2017-06-08,28855.0,10055.0,118000.0,100670.0
2017-06-09,28795.0,10085.0,117650.0,100665.0
2017-06-12,28725.0,9985.0,117335.0,100675.0
2017-06-13,28840.0,9985.0,117870.0,100665.0
2017-06-14,28925.0,10005.0,117810.0,100675.0
2017-06-15,28855.0,10015.0,118150.0,100695.0
2017-06-16,28835.0,9920.0,117845.0,100690.0
2017-06-19,28855.0,10015.0,117815.0,100690.0
2017-06-20,29065.0,10075.0,117875.0,100700.0
2017-06-21,28905.0,9950.0,117960.0,100705.0
2017-06-22,28860.0,10000.0,118060.0,100715.0
2017-06-23,28905.0,10015.0,118070.0,100705.0
2017-06-26,28880.0,10110.0,118215.0,100715.0
2017-06-27,28875.0,10155.0,118095.0,100715.0
2017-06-28,28725.0,10040.0,117810.0,100720.0
2017-06-29,28975.0,10105.0,117675.0,100720.0
2017-06-30,28740.0,10035.0,117420.0,100730.0
2017-07-03,28805.0,10015.0,117195.0,100740.0
2017-07-04,28800.0,10010.0,116725.0,100750.0
2017-07-05,28745.0,10040.0,116795.0,100750.0
2017-07-06,28780.0,10040.0,116835.0,100765.0
2017-07-07,28575.0,9990.0,116435.0,100765.0
2017-07-10,28830.0,10000.0,116595.0,100770.0
2017-07-11,28780.0,10055.0,116665.0,100780.0
2017-07-12,28735.0,10150.0,116820.0,100780.0
2017-07-13,28950.0,10310.0,117205.0,100790.0
2017-07-14,28975.0,10340.0,116805.0,100790.0
2017-07-17,29125.0,10410.0,117010.0,100795.0
2017-07-18,29110.0,10455.0,117125.0,100800.0
2017-07-19,29170.0,10480.0,116995.0,100805.0
2017-07-20,29295.0,10520.0,117175.0,100810.0
2017-07-21,29285.0,10530.0,117655.0,100820.0
2017-07-24,29230.0,10520.0,117570.0,100825.0
2017-07-25,29245.0,10515.0,117520.0,100825.0
2017-07-26,29380.0,10505.0,117355.0,100830.0
2017-07-27,29430.0,10615.0,117565.0,100845.0
2017-07-28,29285.0,10505.0,117450.0,100850.0
2017-07-31,29330.0,10570.0,117440.0,100855.0
2017-08-01,29380.0,10665.0,117095.0,100860.0
2017-08-02,29340.0,10660.0,117275.0,100860.0
2017-08-03,29355.0,10585.0,117360.0,100875.0
2017-08-04,29365.0,10640.0,117355.0,100875.0
2017-08-07,29370.0,10660.0,117080.0,100875.0
2017-08-08,29370.0,10690.0,116770.0,100885.0
2017-08-09,29305.0,10640.0,116545.0,100880.0
2017-08-10,29280.0,10570.0,116185.0,100870.0
2017-08-11,28920.0,10400.0,116760.0,100875.0
2017-08-14,29015.0,10420.0,116985.0,100880.0
2017-08-16,29220.0,10510.0,116645.0,100885.0
2017-08-17,29235.0,10620.0,116760.0,100890.0
2017-08-18,28905.0,10570.0,117060.0,100885.0
2017-08-21,28725.0,10605.0,116895.0,100900.0
2017-08-22,28820.0,10600.0,116730.0,100905.0
2017-08-23,29085.0,10640.0,116725.0,100905.0
2017-08-24,28980.0,10710.0,116885.0,100915.0
2017-08-25,28935.0,10770.0,117200.0,100910.0
2017-08-28,28910.0,10810.0,117275.0,100925.0
2017-08-29,28900.0,10765.0,117205.0,100925.0
2017-08-30,29090.0,10835.0,117320.0,100925.0
2017-08-31,29205.0,10810.0,117400.0,100950.0
2017-09-01,29295.0,10835.0,117245.0,100955.0
2017-09-04,29390.0,10740.0,116680.0,100960.0
2017-09-05,29310.0,10815.0,116825.0,100970.0
2017-09-06,29175.0,10780.0,117185.0,100975.0
2017-09-07,29205.0,10840.0,117210.0,100980.0
2017-09-08,29215.0,10925.0,117570.0,100985.0
2017-09-11,29350.0,10920.0,117585.0,100990.0
2017-09-12,29500.0,10930.0,117510.0,100990.0
2017-09-13,29600.0,10995.0,117655.0,100995.0
2017-09-14,29605.0,10980.0,117615.0,101000.0
2017-09-15,29570.0,11025.0,117490.0,101000.0
2017-09-18,29710.0,11140.0,117470.0,101000.0
2017-09-19,29720.0,11080.0,117250.0,101000.0
2017-09-20,29690.0,11075.0,117060.0,101005.0
2017-09-21,29710.0,11020.0,117340.0,101020.0
2017-09-25,29645.0,10915.0,117495.0,101020.0
2017-09-26,29645.0,10915.0,117495.0,101020.0
2017-09-27,29640.0,10740.0,116735.0,101005.0
2017-09-28,29775.0,10675.0,116300.0,101035.0
2017-09-29,29795.0,10710.0,116390.0,101040.0
2017-10-10,30245.0,11020.0,116210.0,101050.0
2017-10-11,30275.0,11085.0,116090.0,101045.0
2017-10-12,30300.0,11165.0,116305.0,101060.0
2017-10-13,30290.0,11165.0,116575.0,101060.0
2017-10-16,30295.0,11215.0,116325.0,101065.0
2017-10-17,30380.0,11220.0,116270.0,101055.0
2017-10-18,30375.0,11190.0,116445.0,101055.0
2017-10-19,30350.0,11190.0,116165.0,101065.0
2017-10-20,30445.0,11170.0,115700.0,101025.0
2017-10-23,30585.0,11180.0,115590.0,101010.0
2017-10-24,30425.0,11120.0,115575.0,101030.0
2017-10-25,30460.0,11240.0,115475.0,101040.0
2017-10-26,30395.0,11075.0,114985.0,101050.0
2017-10-27,30400.0,11105.0,114750.0,101035.0
2017-10-30,30520.0,11150.0,115215.0,101040.0
2017-10-31,30520.0,11115.0,114945.0,101030.0
2017-11-01,30615.0,11200.0,114705.0,101030.0
2017-11-02,30480.0,11230.0,115025.0,101055.0
2017-11-03,30575.0,11270.0,115230.0,101065.0
2017-11-06,30595.0,11170.0,115095.0,101070.0
2017-11-07,30830.0,11305.0,114960.0,101080.0
2017-11-08,30710.0,11300.0,115030.0,101085.0
2017-11-09,30765.0,11260.0,115050.0,101095.0
2017-11-10,30700.0,11340.0,115050.0,101095.0
2017-11-13,30625.0,11285.0,114620.0,101090.0
2017-11-14,30590.0,11235.0,114480.0,101095.0
2017-11-15,30565.0,11175.0,114645.0,101090.0
2017-11-17,30645.0,11275.0,114990.0,101100.0
2017-11-20,30540.0,11385.0,115045.0,101105.0
2017-11-21,30680.0,11395.0,115130.0,101110.0
2017-11-22,30880.0,11560.0,115175.0,101110.0
2017-11-24,30790.0,11525.0,115335.0,101130.0
2017-11-27,30880.0,11415.0,115380.0,101130.0
2017-11-28,30830.0,11435.0,115570.0,101125.0
2017-11-29,31195.0,11405.0,115725.0,101130.0
2017-11-30,31180.0,11240.0,115945.0,101135.0
2017-12-01,31400.0,11205.0,115800.0,101155.0
2017-12-04,31600.0,11150.0,115780.0,101160.0
2017-12-05,31410.0,11210.0,115690.0,101165.0
2017-12-06,31195.0,10970.0,116000.0,101165.0
2017-12-07,31320.0,10980.0,115960.0,101190.0
2017-12-08,31350.0,11045.0,115890.0,101185.0
2017-12-11,31540.0,11185.0,115790.0,101195.0
2017-12-12,31645.0,11200.0,116120.0,101200.0
2017-12-13,31620.0,11090.0,116120.0,101210.0
2017-12-14,31670.0,11290.0,116240.0,101215.0
2017-12-15,31545.0,11130.0,116340.0,101225.0
2017-12-18,31895.0,11155.0,116420.0,101230.0
2017-12-19,31965.0,11190.0,116150.0,101225.0
2017-12-21,31820.0,11285.0,115970.0,101245.0
2017-12-22,31920.0,11295.0,115735.0,101250.0
2017-12-26,31870.0,11345.0,115910.0,101245.0
2017-12-27,31890.0,11345.0,115760.0,100025.0
2017-12-28,31875.0,11460.0,116005.0,100030.0
2018-01-03,31995.0,11740.0,115765.0,100055.0
2018-01-04,32205.0,11755.0,115765.0,100075.0
2018-01-05,32350.0,11880.0,115635.0,100090.0
2018-01-08,32560.0,11995.0,115490.0,100090.0
2018-01-09,32575.0,11980.0,115295.0,100095.0
2018-01-10,32640.0,11915.0,114520.0,100105.0
2018-01-11,32670.0,11900.0,114520.0,100115.0
2018-01-12,32860.0,12015.0,114780.0,100125.0
2018-01-15,33090.0,12050.0,114450.0,100130.0
2018-01-16,33185.0,12130.0,114485.0,100130.0
2018-01-17,33030.0,12060.0,114615.0,100135.0
2018-01-18,33255.0,12175.0,114770.0,100145.0
2018-01-19,33155.0,12250.0,114650.0,100165.0
2018-01-22,33325.0,12305.0,114530.0,100170.0
2018-01-23,33705.0,12360.0,114515.0,100175.0
2018-01-24,33690.0,12445.0,114735.0,100180.0
2018-01-25,33700.0,12585.0,114560.0,100190.0
2018-01-26,33755.0,12550.0,114635.0,100195.0
2018-01-29,34080.0,12690.0,113900.0,100200.0
2018-01-30,33700.0,12600.0,113550.0,100190.0
2018-01-31,33545.0,12485.0,113530.0,100200.0
2018-02-01,33630.0,12530.0,113640.0,100215.0
2018-02-02,33445.0,12340.0,113635.0,100220.0
2018-02-05,32620.0,12100.0,113635.0,100230.0
2018-02-06,30650.0,11880.0,113635.0,100230.0
2018-02-07,31635.0,11765.0,114130.0,100230.0
2018-02-08,31680.0,11705.0,113980.0,100250.0
2018-02-09,30865.0,11375.0,113675.0,100245.0
2018-02-12,31235.0,11595.0,113400.0,100255.0
2018-02-13,31385.0,11600.0,113400.0,100275.0
2018-02-14,31625.0,11685.0,113895.0,100285.0
2018-02-19,32535.0,12020.0,113485.0,100285.0
2018-02-20,32330.0,12000.0,113610.0,100285.0
2018-02-21,32145.0,11955.0,113710.0,100290.0
2018-02-22,31890.0,11945.0,113600.0,100300.0
2018-02-23,32295.0,12060.0,113600.0,100315.0
2018-02-26,32615.0,12210.0,113600.0,100320.0
2018-02-27,32905.0,12175.0,114065.0,100330.0
2018-02-28,32495.0,11945.0,114185.0,100345.0
2018-03-02,31720.0,11740.0,114320.0,100345.0
2018-03-05,31675.0,11770.0,114105.0,100345.0
2018-03-06,32240.0,11910.0,114205.0,100350.0
2018-03-07,31850.0,11805.0,114285.0,100350.0
2018-03-08,32275.0,11915.0,114345.0,100350.0
2018-03-09,32455.0,11930.0,114350.0,100350.0
2018-03-12,33135.0,12190.0,114180.0,100365.0
2018-03-13,32970.0,12145.0,114050.0,100370.0
2018-03-14,32735.0,12080.0,114410.0,100370.0
2018-03-15,32605.0,12085.0,114540.0,100385.0
2018-03-16,32560.0,12120.0,114535.0,100390.0
2018-03-19,32470.0,12095.0,114435.0,100395.0
2018-03-20,32230.0,12045.0,114410.0,100395.0
2018-03-21,32195.0,12085.0,114500.0,100405.0
2018-03-22,32170.0,12010.0,114625.0,100420.0
2018-03-23,31020.0,11665.0,115155.0,100425.0
2018-03-26,30960.0,11720.0,114970.0,100430.0
2018-03-27,31570.0,11875.0,114950.0,100430.0
2018-03-28,30905.0,11735.0,115405.0,100445.0
2018-03-29,30845.0,11565.0,115320.0,100450.0
2018-03-30,31235.0,11640.0,115500.0,100460.0
2018-04-02,31150.0,11765.0,115350.0,100465.0
2018-04-03,30515.0,11620.0,115315.0,100470.0
2018-04-04,30785.0,11660.0,115405.0,100480.0
2018-04-05,31380.0,11665.0,115530.0,100490.0
2018-04-06,31165.0,11650.0,115675.0,100500.0
2018-04-09,31025.0,11685.0,115625.0,100510.0
2018-04-10,31375.0,11665.0,115600.0,100505.0
